Reporting Period,Project Number,Legacy Project Number,CESIR Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,NYS Disadvantaged Community Status,Climate and Economic Justice Screening Tool Status,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,Total NYSERDA Incentive,Affordable Solar Residential Adder,Affordable Multifamily Housing Incentive,Community Adder,Inclusive Community Solar Adder,Expanded Solar For All Adder,Brownfield/Landfill Adder,Canopy Adder,Floating Solar Adder,Prevailing Wage Adder,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
1/31/2026,0000801913,,,,Henrietta,Monroe,NY,14467,Henrietta,Town,36055013203,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/19/2024,9/24/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE6000 [240V],1,Qcells North America,Q.PEAK DUO BLK ML-G10+ 410,10,"$16,400.00 ",$820.00 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.1,"4,551.00",,No,No,43.057327,-77.5928456,POINT (-77.5928456 43.057327)
1/31/2026,0000012483,4635-31679,,,Rochester,Monroe,NY,14618,Brighton,Town,36055013002,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/22/2013,6/13/2013,Complete,Renewable Rochester LLC,No,Exeltech,AC2-1-*-6-5-XX,1,Helios USA,6T 250,26,"$28,720.00 ","$9,750.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.5,"7,090.00",,No,No,43.1067086,-77.5687602,POINT (-77.5687602 43.1067086)
1/31/2026,0000068074,,,,Churchville,Monroe,NY,14428,Riga,Town,36055015000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,9/20/2016,10/26/2016,Complete,Renewable Rochester LLC,No,SMA America,SB6000TL-US-22 (240V),1,SunPower,SPR-E20-327,20,"$22,998.00 ","$2,616.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.54,"6,665.00",,No,No,43.0772852,-77.8725573,POINT (-77.8725573 43.0772852)
1/31/2026,0000923807,,,,Rochester,Monroe,NY,14618,Brighton,Town,36055012900,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/24/2025,8/26/2025,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8AC-72-M-US [240V],43,Qcells North America,Q.TRON BLK M-G2+ 435,43,"$54,375.00 ","$2,806.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,18.7,0,,No,No,43.1209036,-77.5819477,POINT (-77.5819477 43.1209036)
1/31/2026,0000891903,,,,Dansville,Livingston,NY,14437,Ossian,Town,36051031300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,3/11/2025,8/15/2025,Complete,"Fusion Energy Services, LLC",No,"Tigo Energy, Inc",TSI-7.6K-US [240V],2,"CSI Solar Co., Ltd.",CS6.1-54TM-455H,48,"$55,406.00 ","$4,368.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,21.84,"24,243.00",,No,Yes,42.5778755,-77.7500092,POINT (-77.7500092 42.5778755)
1/31/2026,0000807199,,,,Rochester,Monroe,NY,14616,Greece,Town,36055013702,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/13/2024,10/16/2024,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Silfab Solar Inc.,SIL-420QD,15,"$20,940.00 ","$1,260.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.3,"5,439.00",,No,Yes,43.2490334,-77.6401967,POINT (-77.6401967 43.2490334)
1/31/2026,0000053382,5023-61372,,,Rochester,Monroe,NY,14612,Rochester,City,36055008500,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,3/25/2015,1/21/2016,Complete,NRG Residential Solar Solutions,No,Enphase Energy,M215-60-2LL-S2X-IG,20,Canadian Solar,CS6P-255P,20,"$16,334.40 ","$3,486.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.98,"5,839.00",No,No,No,43.2538938,-77.6145949,POINT (-77.6145949 43.2538938)
1/31/2026,0000045173,5125-94670,,,Penfield,Monroe,NY,14526,Penfield,Town,36055011504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/7/2016,8/16/2016,Complete,Geotherm Inc,No,Fronius USA,Fronius Primo 6.0-1 @ 240 VAC,1,SolarWorld,SW 325 XL mono,20,"$24,550.00 ","$2,600.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.5,"6,395.00",No,No,No,43.1637221,-77.457011,POINT (-77.457011 43.1637221)
1/31/2026,0000303488,,,,Penfield,Monroe,NY,14526,Penfield,Town,36055011601,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/24/2021,6/2/2021,Complete,Geotherm Inc,No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,Mission Solar Energy LLC,MSE320SR8K,20,"$19,550.00 ","$2,240.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.4,"5,544.00",,No,No,43.1241416,-77.4568309,POINT (-77.4568309 43.1241416)
1/31/2026,0000025423,4247-39093,,,Spencerport,Monroe,NY,14559,Parma,Town,36055014802,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,1/21/2014,5/8/2014,Complete,"Alternative Power Solutions of NY, LLC",No,Enphase Energy,M215-60-2LL-S2X,29,SolarWorld,SW265 Mono,29,"$24,883.20 ","$7,685.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.68,"8,499.00",No,No,No,43.2392389,-77.8043179,POINT (-77.8043179 43.2392389)
1/31/2026,0000311875,,,,Rochester,Monroe,NY,14620,Rochester,City,36055003600,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/9/2021,7/27/2021,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB3.0-1TP-US-41 [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,11,"$20,736.00 ","$1,348.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,3.85,"4,050.00",,No,No,43.1366529,-77.5947119,POINT (-77.5947119 43.1366529)
1/31/2026,0000975971,,,,Rochester,Monroe,NY,14624,Chili,Town,36055014504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,9/20/2025,10/24/2025,Complete,"Empire Solar Solutions, LLC",No,"Enphase Energy, Inc.",IQ8X-80-M-US {240V},14,REC Group,REC460AA Pure-RX,14,"$35,500.00 ",$966.00 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.44,"7,069.00",,No,No,43.1150546,-77.7065612,POINT (-77.7065612 43.1150546)
1/31/2026,0000917509,,,,North Chili,Monroe,NY,14514,Chili,Town,36055014505,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,5/3/2025,8/22/2025,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8AC-72-M-US [240V],43,Qcells North America,Q.TRON BLK M-G2+ 435,43,"$54,438.00 ","$2,806.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,18.7,"19,020.00",,No,No,43.1140515,-77.7977835,POINT (-77.7977835 43.1140515)
1/31/2026,0000038799,4555-78428,,,Rochester,Monroe,NY,14619,Rochester,City,36055006800,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/22/2015,1/19/2016,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB5000TL-US-22 (240V),1,LG Electronics Solar Cell Division,LG305N1C-B3,18,"$19,574.00 ","$2,745.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.49,"6,699.00",No,No,No,43.1333836,-77.6561905,POINT (-77.6561905 43.1333836)
1/31/2026,0000360447,,,,Penfield,Monroe,NY,14526,Penfield,Town,36055011504,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/22/2022,5/4/2022,Complete,Solar Liberty,No,SunPower,SPR-X22-360-E-AC [240V],30,SunPower,SPR-X22-360-E-AC,30,"$31,752.00 ","$5,400.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.8,"12,712.00",,No,No,43.1637221,-77.457011,POINT (-77.457011 43.1637221)
1/31/2026,0000297439,,,,Pittsford,Monroe,NY,14534,Henrietta,Town,36055013101,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/19/2021,5/3/2021,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],39,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,40,"$35,950.00 ","$4,900.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,14,"13,817.00",,No,No,43.0845044,-77.5831821,POINT (-77.5831821 43.0845044)
1/31/2026,0000457665,,,,Hilton,Monroe,NY,14468,Hamlin,Town,36055015101,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,4/29/2022,6/13/2022,Complete,"Steed Energy, LLC",No,SMA America,SB7.7-1SP-US-41 [240V],2,Silfab Solar Inc.,SIL-360NX,42,"$27,616.00 ","$7,560.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,15.12,"17,030.00",,No,No,43.3157886,-77.8755129,POINT (-77.8755129 43.3157886)
1/31/2026,0000179035,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010500,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/21/2019,6/20/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q Cells,Q.PEAK DUO-G5 305,16,"$14,600.00 ","$1,708.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.88,"5,695.00",,No,No,43.2173186,-77.5795332,POINT (-77.5795332 43.2173186)
1/31/2026,0000359404,,,,Hilton,Monroe,NY,14468,Parma,Town,36055014804,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,11/13/2021,12/14/2021,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB7.7-1TP-US-41 [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,28,"$38,973.00 ","$3,430.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.8,"11,874.00",,No,No,43.2881457,-77.785985,POINT (-77.785985 43.2881457)
1/31/2026,0000367080,,,,Henrietta,Monroe,NY,14467,Henrietta,Town,36055013204,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,2/12/2022,5/20/2022,Complete,Geotherm Inc,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Mission Solar Energy LLC,MSE345SX5T,26,"$29,350.00 ","$4,485.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.97,"10,315.00",,No,No,43.0396701,-77.6267326,POINT (-77.6267326 43.0396701)
1/31/2026,0000051111,5293-97369,,,Avon,Livingston,NY,14414,Avon,Town,36051030300,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,5/2/2016,8/17/2016,Complete,Direct Energy Solar (formerly Astrum),No,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Kyocera Solar,KU265-6MCA,11,"$11,461.00 ",$688.00 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,2.91,"3,510.00",No,No,No,42.9133303,-77.7452959,POINT (-77.7452959 42.9133303)
1/31/2026,0000936146,,,,Henrietta,Monroe,NY,14467,Henrietta,Town,36055013203,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/10/2025,10/16/2025,Complete,"PlugPV, LLC",No,Enphase Energy Inc.,IQ8M-72-2-US {240V},16,JA Solar,JAM54D41-440/MB,16,"$21,981.20 ","$1,056.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.04,"7,901.00",,No,No,43.057327,-77.5928456,POINT (-77.5928456 43.057327)
1/31/2026,0000153582,,,,West Henrietta,Monroe,NY,14586,Henrietta,Town,36055013206,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/18/2018,12/14/2018,Complete,Geotherm Inc,No,SolarEdge Technologies Ltd.,SE11400A-US [240V],1,SolarWorld Americas Inc,Sunmodule Plus SWA 300 mono,37,"$35,850.00 ","$3,885.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.1,"12,140.00",,No,No,43.0335452,-77.6867472,POINT (-77.6867472 43.0335452)
1/31/2026,0000039877,5293-78471,,,Rochester,Monroe,NY,14609,Irondequoit,Town,36055011100,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/22/2015,3/1/2016,Complete,Direct Energy Solar (formerly Astrum),No,Enphase Energy,M215-60-2LL-S2X,20,Kyocera Solar,KD265GX-LFB2,20,"$20,650.50 ","$2,650.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.3,"6,327.00",No,No,No,43.1738706,-77.5431522,POINT (-77.5431522 43.1738706)
1/31/2026,0000039766,5409-78912,,,North Chili,Monroe,NY,14514,Chili,Town,36055014601,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/23/2015,7/1/2016,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB6000TL-US-22 (240V) (240V),1,LG Electronics Solar Cell Division,LG310N1C-G4,20,"$22,320.00 ","$3,100.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,6.2,"7,577.00",No,No,Yes,43.0727637,-77.8076578,POINT (-77.8076578 43.0727637)
1/31/2026,0000003229,4627-33941,,,Macedon,Monroe,NY,14502,Penfield,Town,36055011505,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/16/2013,10/17/2013,Complete,"O'Connell Electric Co., Inc.",No,SMA America,SB7000US (240V),1,SolarWorld,SW265 Mono,30,"$27,500.00 ","$9,800.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.95,"7,692.00",No,No,No,43.1430975,-77.4033778,POINT (-77.4033778 43.1430975)
1/31/2026,0000456517,,,,Rochester,Monroe,NY,14624,Gates,Town,36055014302,Inside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/22/2022,5/19/2022,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB6.0-1TP-US-41 [240V],2,Silfab Solar Inc.,SIL-370HC,27,"$33,542.00 ","$4,995.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,9.99,"12,118.00",,No,No,43.1533735,-77.7043716,POINT (-77.7043716 43.1533735)
1/31/2026,0000322167,,,,Rochester,Monroe,NY,14620,Rochester,City,36055003300,Inside a NYS DAC,Inside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/30/2021,9/7/2021,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB6.0-1TP-US-41 [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,21,"$25,029.00 ","$2,573.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.35,"7,796.00",,No,No,43.1408445,-77.5996814,POINT (-77.5996814 43.1408445)
1/31/2026,0000068917,,,,Scottsville,Monroe,NY,14546,Wheatland,Town,36055014700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,9/23/2016,11/10/2016,Complete,Renewable Rochester LLC,No,SunPower,SPR-E20-327-C-AC,22,SunPower,SPR-E20-327-C-AC,22,"$28,421.00 ","$2,878.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.19,"7,153.00",,No,No,43.0092222,-77.8159281,POINT (-77.8159281 43.0092222)
1/31/2026,0000014474,4555-39107,,,Pittsford,Monroe,NY,14534,Henrietta,Town,36055013203,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,1/23/2014,4/21/2014,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Power-One,PVI-4.2-OUTD-US (240V),1,Hyundai Heavy Industries,HiS-S260MG,17,"$17,454.94 ","$4,420.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.42,"4,811.00",No,No,No,43.057327,-77.5928456,POINT (-77.5928456 43.057327)
1/31/2026,0000095246,,,,Webster,Monroe,NY,14580,Webster,Town,36055011203,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/16/2017,10/9/2017,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies,SE3800 (240V),1,LG Electronics,LG305N1C-G4,14,"$14,000.00 ","$1,708.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.27,"4,212.00",,No,No,43.2382611,-77.5029247,POINT (-77.5029247 43.2382611)
1/31/2026,0000142774,,,,Rochester,Monroe,NY,14618,Pittsford,Town,36055012201,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/8/2018,10/30/2018,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Hanwha Q CELLS,Q.PEAK-G4.1 305,33,"$30,873.00 ","$3,523.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,10.06,"10,000.00",,No,No,43.1137509,-77.5239594,POINT (-77.5239594 43.1137509)
1/31/2026,0001015788,,,,West Henrietta,Monroe,NY,14586,Henrietta,Town,36055013206,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Lease,12/17/2025,,Pipeline,,No,"Enphase Energy, Inc.",IQ8MC-72-M-US {240V},31,"HD HYUNDAI ENERGY SOLUTIONS CO., LTD.",HiS-T440NF(BK),31,"$68,625.00 ","$2,046.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.64,"15,184.00",,No,No,43.0335452,-77.6867472,POINT (-77.6867472 43.0335452)
1/31/2026,0000250980,,,,Mendon,Monroe,NY,14506,Mendon,Town,36055012402,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,6/24/2020,11/12/2020,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB3.8-1SP-US-41 [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G7 330,14,"$18,333.00 ","$1,617.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.62,"4,688.00",,No,Yes,42.9911314,-77.5325184,POINT (-77.5325184 42.9911314)
1/31/2026,0000529603,,,,Geneseo,Livingston,NY,14454,Geneseo,Town,36051030400,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,1/26/2023,7/11/2023,Complete,Solar Liberty,No,SunPower,SPR-M425-H-AC [240V],13,Sunpower,SPR-M425-H-AC,13,"$21,823.75 ","$1,658.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,5.53,"6,633.00",,No,No,42.7942241,-77.8085664,POINT (-77.8085664 42.7942241)
1/31/2026,0000589581,,,,Rochester,Monroe,NY,14625,Penfield,Town,36055011503,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,4/28/2023,7/26/2023,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,21,"$35,881.00 ","$2,520.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.4,"9,891.00",,No,No,43.1676952,-77.5026833,POINT (-77.5026833 43.1676952)
1/31/2026,0000889835,,,,Rochester,Monroe,NY,14609,Rochester,City,36055006000,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,3/7/2025,5/14/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,Silfab Solar Inc.,SIL-430QD,27,"$33,820.00 ","$2,322.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,11.61,"10,416.00",,No,Yes,43.1638639,-77.5581577,POINT (-77.5581577 43.1638639)
1/31/2026,0000048303,4729-102558,,,Webster,Monroe,NY,14580,Penfield,Town,36055011501,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/19/2016,12/11/2017,Complete,Isaac Heating HVACR,No,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),32,Canadian Solar,CS6K-280M,32,"$22,916.00 ","$3,584.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.96,"10,873.00",No,No,No,43.1873625,-77.4509341,POINT (-77.4509341 43.1873625)
1/31/2026,0000211331,,,,Rush,Monroe,NY,14543,Henrietta,Town,36055013206,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,9/24/2019,11/6/2019,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SolarEdge Technologies Ltd.,SE7600H-US [240V],2,"Jinko Solar Co., Ltd",JKM315M-60HL,44,"$45,285.00 ","$4,851.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,13.86,"17,139.00",,No,No,43.0335452,-77.6867472,POINT (-77.6867472 43.0335452)
1/31/2026,0000033405,5023-60435,,,Spencerport,Monroe,NY,14559,Parma,Town,36055014802,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Lease,3/10/2015,11/25/2015,Complete,NRG Residential Solar Solutions,No,Enphase Energy,M215-60-2LL-S2X-IG,33,Canadian Solar,CS6P-255P,33,"$25,548.65 ","$5,751.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,8.22,"8,679.00",No,No,No,43.2392389,-77.8043179,POINT (-77.8043179 43.2392389)
1/31/2026,0000960235,,,,Rochester,Monroe,NY,14618,Brighton,Town,36055012700,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,8/15/2025,8/21/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE7600H-US {240V},1,"Jinko Solar Co., Ltd",JKM430N-54HL4R-B,17,"$32,121.00 ","$1,097.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,7.31,"6,852.00",,No,No,43.129031,-77.5611705,POINT (-77.5611705 43.129031)
1/31/2026,0000068802,,,,Rochester,Monroe,NY,14622,Irondequoit,Town,36055010800,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/16/2016,1/31/2017,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,SMA America,SB4000TL-US-22 (240V),1,Kyocera Solar,KU265-6MCA,17,"$13,086.00 ","$1,802.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,4.51,"4,815.00",,No,No,43.2111158,-77.5452011,POINT (-77.5452011 43.2111158)
1/31/2026,0000985785,,,,Rochester,Monroe,NY,14626,Greece,Town,36055013506,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,10/16/2025,11/18/2025,Complete,3rd ROC Solar LLC,No,SolarEdge Technologies Ltd.,SE11400H-US {240V},1,Silfab Solar Inc.,SIL-440QD,28,"$42,751.00 ","$1,848.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,12.32,"14,093.00",,No,No,43.2289273,-77.7280052,POINT (-77.7280052 43.2289273)
1/31/2026,0000612873,,,,Pittsford,Monroe,NY,14534,Pittsford,Town,36055012301,Outside a NYS DAC,Outside a CEJST DAC,Residential,Residential/Small Commercial,PON 2112,Rochester Gas and Electric,Purchase,7/7/2023,9/18/2023,Complete,Sustainable Energy Developments (DBA GreenSpark Solar),No,Enphase Energy Inc.,IQ8PLUS-72-2-US [240V],35,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 405,35,"$48,206.00 ","$4,253.00 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0.00 ,$0 ,14.18,"13,010.00",,No,No,43.0890552,-77.5289595,POINT (-77.5289595 43.0890552)
